FrameId	Name	Kegg	InChI	Smiles	Gibbs-0	cpd	nC
IMIDAZOLE-RING	1<i>H</i>-imidazole	C01589	InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)	C1(N=CNC=1)	64.27448000000001	./dsgdb9nsd_000051.xyz	3
CPD-19704	1,4-dimethylimidazole	NIL	InChI=1S/C5H8N2/c1-5-3-7(2)4-6-5/h3-4H,1-2H3	CC1(=CN(C)C=N1)	115.99897	./dsgdb9nsd_000903.xyz	5
CPD-11021	1-methylimidazole	NIL	InChI=1S/C4H6N2/c1-6-3-2-5-4-6/h2-4H,1H3	CN1(C=CN=C1)	97.08672	./dsgdb9nsd_000213.xyz	4
CPD-13773	(<i>S</i>)-2-phenyloxirane	C20782	InChI=1S/C8H8O/c1-2-4-7(5-3-1)8-6-9-8/h1-5,8H,6H2/t8-/m1/s1	C1(OC1C2(=CC=CC=C2))	99.588974	./dsgdb9nsd_024664.xyz	8
CPD0-1678	trimethylacetaldehyde	NIL	InChI=1S/C5H10O/c1-5(2,3)4-6/h4H,1-3H3	CC(C=O)(C)C	68.4812	./dsgdb9nsd_000224.xyz	5
CPD-358	(R)-lactaldehyde	C00937	InChI=1S/C3H6O2/c1-3(5)2-4/h2-3,5H,1H3/t3-/m1/s1	CC([CH]=O)O	-8.843282	./dsgdb9nsd_000069.xyz	3
CPD-9078	3,4-hexanedione	NIL	InChI=1S/C6H10O2/c1-3-5(7)6(8)4-2/h3-4H2,1-2H3	CCC(=O)C(=O)CC	44.3112	./dsgdb9nsd_008798.xyz	6
CPD-14135	4-aminoresorcinol	NIL	InChI=1S/C6H7NO2/c7-5-2-1-4(8)3-6(5)9/h1-3,8-9H,7H2	C1(=CC(N)=C(O)C=C(O)1)	26.577840000000002	./dsgdb9nsd_028519.xyz	6
CPD-19607	2-pyrrolidone	NIL	InChI=1S/C4H7NO/c6-4-2-1-3-5-4/h1-3H2,(H,5,6)	C1(NC(CC1)=O)	43.217842	./dsgdb9nsd_000449.xyz	4
URETHAN	urethan	C01537	InChI=1S/C3H7NO2/c1-2-6-3(4)5/h2H2,1H3,(H2,4,5)	CCOC(=O)N	-17.692156	./dsgdb9nsd_000266.xyz	3
CPD-18956	butyl formate	C21713	InChI=1S/C5H10O2/c1-2-3-4-7-5-6/h5H,2-4H2,1H3	CCCCO[CH]=O	60.7212	./dsgdb9nsd_002708.xyz	5
CPD-18959	methyl formate	NIL	InChI=1S/C2H4O2/c1-4-2-3/h2H,1H3	[CH](=O)OC	-5.7655177	./dsgdb9nsd_000037.xyz	2
CPD-18958	ethyl formate	NIL	InChI=1S/C3H6O2/c1-2-5-3-4/h3H,2H2,1H3	CCO[CH]=O	16.396723	./dsgdb9nsd_000130.xyz	3
CPD-18957	propyl formate	NIL	InChI=1S/C4H8O2/c1-2-3-6-4-5/h4H,2-3H2,1H3	CCCO[CH]=O	38.558964	./dsgdb9nsd_000536.xyz	4
CPD-12598	N-butylformamide	NIL	InChI=1S/C5H11NO/c1-2-3-4-6-5-7/h5H,2-4H2,1H3,(H,6,7)	CCCCN[CH]=O	79.99231999999999	./dsgdb9nsd_002707.xyz	5
ETHYL-ACETOACETATE	ethyl-acetoacetate	C03500	InChI=1S/C6H10O3/c1-3-9-6(8)4-5(2)7/h3-4H2,1-2H3	CCOC(=O)CC(C)=O	-5.0488029999999995	./dsgdb9nsd_117306.xyz	6
CPD-124	4-methylaminobutanoate	C15987	InChI=1S/C5H11NO2/c1-6-4-2-3-5(7)8/h6H,2-4H2,1H3,(H,7,8)	C[N+]CCCC(=O)[O-]	37.042316	./dsgdb9nsd_006779.xyz	5
WATER	H<sub>2</sub>O	C00001	InChI=1S/H2O/h1H2	[OH2]	-36.144756	./dsgdb9nsd_000003.xyz	0
CPD-16	phloroglucinol	c02183	InChI=1S/C6H6O3/c7-4-1-5(8)3-6(9)2-4/h1-3,7-9H	C1(C(=CC(O)=CC=1O)O)	-27.233282	./dsgdb9nsd_027916.xyz	6
CATECHOL	catechol	C00090	InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H	C1(C=CC(=C(C=1)O)O)	12.246721	./dsgdb9nsd_004988.xyz	6
4-METHYLCATECHOL	4-methylcatechol	C06730	InChI=1S/C7H8O2/c1-5-2-3-6(8)7(9)4-5/h2-4,8-9H,1H3	CC1(C=CC(O)=C(C=1)O)	31.15897	./dsgdb9nsd_028440.xyz	7
CPD-111	3-methylcatechol	C02923	InChI=1S/C7H8O2/c1-5-3-2-4-6(8)7(5)9/h2-4,8-9H,1H3	CC1(=CC=CC(=C1O)O)	31.15897	./dsgdb9nsd_028889.xyz	7
CPD-19012	<i>tert</i>-butyl alcohol	C21389	InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3	CC(C)(C)O	57.381203	./dsgdb9nsd_000055.xyz	4
CPD-623	resorcinol	C01751	InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H	C1(C=C(O)C=C(O)C=1)	12.246721	./dsgdb9nsd_004376.xyz	6
BUTANEDIOL	(R,R)-2,3-butanediol	C03044	InChI=1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3/t3-,4-/m1/s1	CC(C(O)C)O	22.571203	./dsgdb9nsd_000293.xyz	4
GLYCOL	ethylene glycol	C01380	InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2	C(CO)O	-17.373281	./dsgdb9nsd_000042.xyz	2
CPD-13560	1,4-butanediol	NIL	InChI=1S/C4H10O2/c5-3-1-2-4-6/h5-6H,1-4H2	C(O)CCCO	26.191206	./dsgdb9nsd_000550.xyz	4
CPD-586	pentanamide	C01842	InChI=1S/C5H11NO/c1-2-3-4-5(6)7/h2-4H2,1H3,(H2,6,7)	CCCCC(N)=O	73.53232	./dsgdb9nsd_001276.xyz	5
CPD-9052	glutaraldehyde	C12518	InChI=1S/C5H8O2/c6-4-2-1-3-5-7/h4-5H,1-3H2	[CH](=O)CCC[CH]=O	26.22897	./dsgdb9nsd_002637.xyz	5
CYCLOPENTANOL	cyclopentanol	C02020	InChI=1S/C5H10O/c6-5-3-1-2-4-5/h5-6H,1-4H2	C1(CCC(C1)O)	78.77121	./dsgdb9nsd_000471.xyz	5
4-HYDROXY-2-BUTYNAL	4-hydroxy-2-butynal	C02648	InChI=1S/C4H4O2/c5-3-1-2-4-6/h3,6H,4H2	C(C#CCO)=O	54.004486	./dsgdb9nsd_000516.xyz	4
CPD-8780	3-fluorobenzaldehyde	NIL	InChI=1S/C7H5FO/c8-7-3-1-2-6(4-7)5-9/h1-5H	C(C1(C=C(C=CC=1)F))=O	10.0255995	./dsgdb9nsd_132409.xyz	7
CPD-19751	2-formylpyridine	NIL	InChI=1S/C6H5NO/c8-5-6-3-1-2-4-7-6/h1-5H	[CH](=O)C1(C=CC=CN=1)	46.8256	./dsgdb9nsd_005362.xyz	6
3-HYDROXY-4H-PYRID-4-ONE	3-hydroxy-4h-pyrid-4-one	C03927	InChI=1S/C5H5NO2/c7-4-1-2-6-3-5(4)8/h1-3,8H,(H,6,7)	C1(NC=CC(=O)C(O)=1)	4.1756	./dsgdb9nsd_004990.xyz	5
3-HYDROXY-4H-PYRID-4-ONE	3-hydroxy-4h-pyrid-4-one	C03927	InChI=1S/C5H5NO2/c7-4-1-2-6-3-5(4)8/h1-3,8H,(H,6,7)	C1(NC=CC(=O)C(O)=1)	4.1756	./dsgdb9nsd_005031.xyz	5
DIHYDROXYPIRIDIN-CPD	3,4-dihydroxypyridin	C02932	InChI=1S/C5H5NO2/c7-4-1-2-6-3-5(4)8/h1-3,8H,(H,6,7)	C1(=CC(O)=C(O)C=N1)	-0.7344004	./dsgdb9nsd_004990.xyz	5
DIHYDROXYPIRIDIN-CPD	3,4-dihydroxypyridin	C02932	InChI=1S/C5H5NO2/c7-4-1-2-6-3-5(4)8/h1-3,8H,(H,6,7)	C1(=CC(O)=C(O)C=N1)	-0.7344004	./dsgdb9nsd_005031.xyz	5
CPD-395	anisole	C01403	InChI=1S/C7H8O/c1-8-7-5-3-2-4-6-7/h2-6H,1H3	COC1(=CC=CC=C1)	86.91897	./dsgdb9nsd_005398.xyz	7
2-HYDROXYPYRIDINE	2-hydroxypyridine	C02502	InChI=1S/C5H5NO/c7-5-3-1-2-4-6-5/h1-4H,(H,6,7)	C1(=CC=NC(=C1)O)	38.745605	./dsgdb9nsd_000920.xyz	5
2-HYDROXYPYRIDINE	2-hydroxypyridine	C02502	InChI=1S/C5H5NO/c7-5-3-1-2-4-6-5/h1-4H,(H,6,7)	C1(=CC=NC(=C1)O)	38.745605	./dsgdb9nsd_000954.xyz	5
2-DEHYDROPANTOYL-LACTONE	2-dehydropantolactone	C01125	InChI=1S/C6H8O3/c1-6(2)3-9-5(8)4(6)7/h3H2,1-2H3	CC1(C)(C(=O)C(=O)OC1)	-13.421032	./dsgdb9nsd_064066.xyz	6
CPD-347	1,3-propanediol	C02457	InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2	C(CCO)O	4.028969999999999	./dsgdb9nsd_000138.xyz	3
CPD-19059	<i>tert</i>-amyl alcohol	NIL	InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3	CCC(C)(C)O	79.54345	./dsgdb9nsd_000229.xyz	5
CPD-18953	2-methylaniline	C14403	InChI=1S/C7H9N/c1-6-4-2-3-5-7(6)8/h2-5H,8H2,1H3	CC1(=CC=CC=C(N)1)	124.45008999999999	./dsgdb9nsd_004959.xyz	7
CPD-9107	<i>o</i>-phenylenediamine	C14402	InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2	C1(C=C(C(=CC=1)N)N)	119.86896499999999	./dsgdb9nsd_004978.xyz	6
DIPROPYLETHER	dipropylether	NIL	InChI=1S/C6H14O/c1-3-5-7-6-4-2/h3-6H2,1-2H3	CCCOCCC	119.77569	./dsgdb9nsd_002724.xyz	6
CPD-883	6-caprolactam	C06593	InChI=1S/C6H11NO/c8-6-4-2-1-3-5-7-6/h1-5H2,(H,7,8)	C1(NC(=O)CCCC1)	90.66232	./dsgdb9nsd_012482.xyz	6
CPD-8887	glyoxal	C14448	InChI=1S/C2H2O2/c3-1-2-4/h1-2H	[CH]([CH]=O)=O	-37.79776	./dsgdb9nsd_000028.xyz	2
CPD-14078	2,3-dihydroxypyridine	NIL	InChI=1S/C5H5NO2/c7-4-2-1-3-6-5(4)8/h1-3,7H,(H,6,8)	C1(=NC(O)=C(O)C=C1)	-0.7344004	./dsgdb9nsd_004989.xyz	5
CPD-13300	1<i>H</i>-pyrrole	NIL	InChI=1S/C4H5N/c1-2-4-5-3-1/h1-5H	C1(C=CNC=1)	75.3056	./dsgdb9nsd_000050.xyz	4
CPD-904	<i>N</i>-methyl-L-proline	NIL	InChI=1S/C6H11NO2/c1-7-4-2-3-5(7)6(8)9/h5H,2-4H2,1H3,(H,8,9)/t5-/m0/s1	C1(CCC(C([O-])=O)[N+](C)1)	40.612320000000004	./dsgdb9nsd_095989.xyz	6
CPD-12318	3-hydroxypyridine	NIL	InChI=1S/C5H5NO/c7-5-2-1-3-6-4-5/h1-4,7H	C1(N=CC=CC(O)=1)	38.745605	./dsgdb9nsd_000951.xyz	5
HYDROXYPROPANAL	3-hydroxypropionaldehyde	C00969	InChI=1S/C3H6O2/c4-2-1-3-5/h2,5H,1,3H2	C([CH]=O)CO	-7.033284700000001	./dsgdb9nsd_000132.xyz	3
CPD-19042	2-hydroxyisobutyramide	NIL	InChI=1S/C4H9NO2/c1-4(2,7)3(5)6/h7H,1-2H3,(H2,5,6)	CC(O)(C)C(=O)N	10.100092	./dsgdb9nsd_001103.xyz	4
CPD-7000	isobutanal	NIL	InChI=1S/C4H8O/c1-4(2)3-5/h3-4H,1-2H3	CC(C)[CH]=O	49.548970000000004	./dsgdb9nsd_000068.xyz	4
BUTANAL	butan-1-al	C01412	InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3	CCC[CH]=O	53.568966	./dsgdb9nsd_000128.xyz	4
FORMALDEHYDE	formaldehyde	C00067	InChI=1S/CH2O/c1-2/h1H2	[CH2]=O	-10.657760000000001	./dsgdb9nsd_000006.xyz	1
CPD-7620	1-heptanal	C14390	InChI=1S/C7H14O/c1-2-3-4-5-6-7-8/h7H,2-6H2,1H3	CCCCCC[CH]=O	117.84568999999999	./dsgdb9nsd_014768.xyz	7
CPD-371	1-octanal	C01545	InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h8H,2-7H2,1H3	CCCCCCC[CH]=O	140.00795	./dsgdb9nsd_123220.xyz	8
HEXANAL	1-hexanal	NIL	InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3	CCCCC[CH]=O	95.68345	./dsgdb9nsd_002706.xyz	6
CPD-665	1-propanal	C00479	InChI=1S/C3H6O/c1-2-3-4/h3H,2H2,1H3	CC[CH]=O	29.196724	./dsgdb9nsd_000035.xyz	3
ACETALD	acetaldehyde	C00084	InChI=1S/C2H4O/c1-2-3/h2H,1H3	C[CH]=O	7.684481599999999	./dsgdb9nsd_000011.xyz	2
CPD-9053	1-pentanal	NIL	InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3	CCCC[CH]=O	73.52121	./dsgdb9nsd_000534.xyz	5
DIMETHYL-GLYCINE	<i>N,N</i>-dimethylglycine	C01026	InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)	C[N+](CC([O-])=O)C	19.160093	./dsgdb9nsd_001129.xyz	4
CPD-6141	N-methyl-&beta;-alanine	NIL	InChI=1S/C4H9NO2/c1-5-3-2-4(6)7/h5H,2-3H2,1H3,(H,6,7)	C[N+]CCC([O-])=O	14.880097	./dsgdb9nsd_001284.xyz	4
SARCOSINE	sarcosine	C00213	InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)	C[N+]CC(=O)[O-]	-7.282160799999999	./dsgdb9nsd_000267.xyz	3
CPD-6142	N,N-dimethyl-&beta;-alanine	NIL	InChI=1S/C5H11NO2/c1-6(2)4-3-5(7)8/h3-4H2,1-2H3,(H,7,8)	C[N+](CCC([O-])=O)C	41.322309999999995	./dsgdb9nsd_006103.xyz	5
DIETHYLETHER	diethylether	C13240	InChI=1S/C4H10O/c1-3-5-4-2/h3-4H2,1-2H3	CCOCC	75.4512	./dsgdb9nsd_000136.xyz	4
N-FORMIMINO-GLYCINE	<i>N</i>-formimino-glycine	C02718	InChI=1S/C3H6N2O2/c4-2-5-1-3(6)7/h2H,1H2,(H2,4,5)(H,6,7)	C(NCC([O-])=O)=[N+]	-19.253277	./dsgdb9nsd_001232.xyz	3
N-FORMIMINO-GLYCINE	<i>N</i>-formimino-glycine	C02718	InChI=1S/C3H6N2O2/c4-2-5-1-3(6)7/h2H,1H2,(H2,4,5)(H,6,7)	C(NCC([O-])=O)=[N+]	-19.253277	./dsgdb9nsd_001259.xyz	3
CPD-60	3,5-dihydro-4H-imidazol-4-one	C06195	InChI=1S/C3H4N2O/c6-3-1-4-2-5-3/h2H,1H2,(H,4,5,6)	C1(NC(CN=1)=O)	18.674482	./dsgdb9nsd_000440.xyz	3
CPD-18883	3-acetylpyridine	NIL	InChI=1S/C7H7NO/c1-6(9)7-3-2-4-8-5-7/h2-5H,1H3	CC(=O)C1(C=CC=NC=1)	67.18784000000001	./dsgdb9nsd_025833.xyz	7
PYRIDINE	pyridine	C00747	InChI=1S/C5H5N/c1-2-4-6-5-3-1/h1-5H	C1(=CC=CC=N1)	93.68561	./dsgdb9nsd_000215.xyz	5
CPD-8860	propionitrile	NIL	InChI=1S/C3H5N/c1-2-3-4/h2H2,1H3	CCC#N	58.825603	./dsgdb9nsd_000031.xyz	3
HCN	hydrogen cyanide	C01326	InChI=1S/CHN/c1-2/h1H	C#N	38.881126	./dsgdb9nsd_000005.xyz	1
3-CYANOPYRIDINE	3-cyanopyridine	NIL	InChI=1S/C6H4N2/c7-4-6-2-1-3-8-5-6/h1-3,5H	C(C1(=CN=CC=C1))#N	79.47449	./dsgdb9nsd_005349.xyz	6
CPD-8864	glutaronitrile	NIL	InChI=1S/C5H6N2/c6-4-2-1-3-5-7/h1-3H2	C(#N)CCCC#N	85.48673000000001	./dsgdb9nsd_002616.xyz	5
3-OH-BENZYL-ALCOHOL	3-hydroxybenzyl alcohol	C03351	InChI=1S/C7H8O2/c8-5-6-2-1-3-7(9)4-6/h1-4,8-9H,5H2	C(C1(C=CC=C(C=1)O))O	34.408970000000004	./dsgdb9nsd_032171.xyz	7
CPD-11619	D-pipecolate	NIL	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m1/s1	C1(CCCC(C([O-])=O)[N+]1)	47.442318	./dsgdb9nsd_055475.xyz	6
CPD-11572	5-hydroxymethylfurfural	C11101	InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2	[CH](=O)C1(OC(CO)=CC=1)	-24.99328	./dsgdb9nsd_031943.xyz	6
CPD-17100	furan-2,5-dicarbaldehyde	C20899	InChI=1S/C6H4O3/c7-3-5-1-2-6(4-8)9-5/h1-4H	[CH](=O)C1(OC([CH]=O)=CC=1)	-37.605522	./dsgdb9nsd_025377.xyz	6
CPD-173	salicyl alcohol	C02323	InChI=1S/C7H8O2/c8-5-6-3-1-2-4-7(6)9/h1-4,8-9H,5H2	C(C1(C=CC=CC=1O))O	34.408970000000004	./dsgdb9nsd_032276.xyz	7
CPD0-2357	furfural	C14279	InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H	[CH](=O)C1(OC=CC=1)	-7.675517599999999	./dsgdb9nsd_001026.xyz	5
CPD-101	&epsilon;-caprolactone	C01880	InChI=1S/C6H10O2/c7-6-4-2-1-3-5-8-6/h1-5H2	C1(OCCCCC1)=O	47.611206	./dsgdb9nsd_012483.xyz	6
CPD-400	guaiacol	C01502	InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3	COC1(C=CC=CC=1O)	47.43897	./dsgdb9nsd_032247.xyz	7
ISOBUTANOL	isobutanol	C14710	InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3	CC(C)CO	60.611206	./dsgdb9nsd_000081.xyz	4
AMMONIA	ammonia	C00014	InChI=1S/H3N/h1H3	[NH3]	11.853361999999999	./dsgdb9nsd_000002.xyz	0
THYMINE	thymine	C00178	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	CC1(C(=O)NC(NC=1)=O)	-10.083278	./dsgdb9nsd_027305.xyz	5
THYMINE	thymine	C00178	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	CC1(C(=O)NC(NC=1)=O)	-10.083278	./dsgdb9nsd_028363.xyz	5
THYMINE	thymine	C00178	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	CC1(C(=O)NC(NC=1)=O)	-10.083278	./dsgdb9nsd_028477.xyz	5
THYMINE	thymine	C00178	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	CC1(C(=O)NC(NC=1)=O)	-10.083278	./dsgdb9nsd_029194.xyz	5
THYMINE	thymine	C00178	InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)	CC1(C(=O)NC(NC=1)=O)	-10.083278	./dsgdb9nsd_029238.xyz	5
CPD-7032	3-methylbutanol	C07328	InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3	CC(CCO)C	82.773445	./dsgdb9nsd_000272.xyz	5
PURINE	purine	C15587	InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)	C1(=NC=NC2(NC=NC1=2))	70.615486	./dsgdb9nsd_024473.xyz	5
PURINE	purine	C15587	InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)	C1(=NC=NC2(NC=NC1=2))	70.615486	./dsgdb9nsd_024503.xyz	5
PURINE	purine	C15587	InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)	C1(=NC=NC2(NC=NC1=2))	70.615486	./dsgdb9nsd_024506.xyz	5
PURINE	purine	C15587	InChI=1S/C5H4N4/c1-4-5(8-2-6-1)9-3-7-4/h1-3H,(H,6,7,8,9)	C1(=NC=NC2(NC=NC1=2))	70.615486	./dsgdb9nsd_024537.xyz	5
CPD-109	2-methylphenol	C01542	InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3	CC1(C=CC=CC=1O)	70.63897	./dsgdb9nsd_004960.xyz	7
CPD-112	3-methylphenol	C01467	InChI=1S/C7H8O/c1-6-3-2-4-7(8)5-6/h2-5,8H,1H3	CC1(=CC=CC(=C1)O)	70.63897	./dsgdb9nsd_004342.xyz	7
CPD-108	4-methylphenol	C01468	InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3	CC1(C=CC(=CC=1)O)	70.63897	./dsgdb9nsd_004565.xyz	7
CPD-18732	<i>N</i>-methylurea	C16363	InChI=1S/C2H6N2O/c1-4-2(3)5/h1H3,(H3,3,4,5)	C(=O)(N)NC	13.516723999999998	./dsgdb9nsd_000075.xyz	2
CPD0-1327	5-fluorouracil	C07649	InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)	C1(=C(C(=O)NC(N1)=O)F)	-80.246635	./dsgdb9nsd_132701.xyz	4
CPD0-1327	5-fluorouracil	C07649	InChI=1S/C4H3FN2O2/c5-2-1-6-4(9)7-3(2)8/h1H,(H2,6,7,8,9)	C1(=C(C(=O)NC(N1)=O)F)	-80.246635	./dsgdb9nsd_132937.xyz	4
CPD-9081	2,3-hexanedione	NIL	InChI=1S/C6H10O2/c1-3-4-6(8)5(2)7/h3-4H2,1-2H3	CCCC(=O)C(C)=O	44.3112	./dsgdb9nsd_007322.xyz	6
CPD0-1307	3-methyl-2-butanone	NIL	InChI=1S/C5H10O/c1-4(2)5(3)6/h4H,1-3H3	CC(C(C)=O)C	68.4412	./dsgdb9nsd_000284.xyz	5
DIACETYL	diacetyl	C00741	InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3	CC(C(C)=O)=O	-0.013278274	./dsgdb9nsd_000279.xyz	4
CPD-18988	2-octanone	NIL	InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3	CCCCCCC(=O)C	136.73793	./dsgdb9nsd_123088.xyz	8
CPD-10353	(R)-acetoin	C00810	InChI=1S/C4H8O2/c1-3(5)4(2)6/h3,5H,1-2H3/t3-/m1/s1	CC(O)C(=O)C	10.048964	./dsgdb9nsd_000287.xyz	4
METHYL-GLYOXAL	methylglyoxal	C00546	InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3	CC([CH]=O)=O	-18.905520000000003	./dsgdb9nsd_000060.xyz	3
CPD-19460	oxetane	NIL	InChI=1S/C3H6O/c1-2-4-3-1/h1-3H2	C1(CCO1)	34.566722999999996	./dsgdb9nsd_000048.xyz	3
CPD-16608	3,5-xylenol	NIL	InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3	CC1(=CC(C)=CC(=C1)O)	89.55121	./dsgdb9nsd_027882.xyz	8
2-AMINOPHENOL	2-aminophenol	C01987	InChI=1S/C6H7NO/c7-5-3-1-2-4-6(5)8/h1-4,8H,7H2	C1(C=C(N)C(=CC=1)O)	66.05784	./dsgdb9nsd_004979.xyz	6
ORCINOL-CPD	orcinol	C00727	InChI=1S/C7H8O2/c1-5-2-6(8)4-7(9)3-5/h2-4,8-9H,1H3	CC1(C=C(C=C(C=1)O)O)	31.15897	./dsgdb9nsd_027886.xyz	7
CPD-16609	2,5-xylenol	NIL	InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3	CC1(=CC(=C(C)C=C1)O)	89.55121	./dsgdb9nsd_028426.xyz	8
3-OH-BENZALDEHYDE	3-hydroxybenzaldehyde	C03067	InChI=1S/C7H6O2/c8-5-6-2-1-3-7(9)4-6/h1-5,9H	C(C1(C=CC=C(C=1)O))=O	21.79672	./dsgdb9nsd_027964.xyz	7
CPD-259	4-aminophenol	C02372	InChI=1S/C6H7NO/c7-5-1-3-6(8)4-2-5/h1-4,8H,7H2	C1(=CC(=CC=C1N)O)	66.05784	./dsgdb9nsd_004582.xyz	6
CPD-18280	2,4-xylenol	C14582	InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3	CC1(C=CC(=C(C)C=1)O)	89.55121	./dsgdb9nsd_028437.xyz	8
GLYCOLALDEHYDE	glycolaldehyde	C00266	InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2	C(O)[CH]=O	-29.195517	./dsgdb9nsd_000038.xyz	2
CPD-10888	3,4-dimethylphenol	NIL	InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3	CC1(=CC=C(O)C=C(C)1)	89.55121	./dsgdb9nsd_028442.xyz	8
CPD-10687	3-acetamidopropanal	C18170	InChI=1S/C5H9NO2/c1-5(8)6-3-2-4-7/h4H,2-3H2,1H3,(H,6,8)	CC(=O)NCC[CH]=O	29.430097999999997	./dsgdb9nsd_006673.xyz	5
4-HYDROXY-BENZYL-ALCOHOL	4-hydroxybenzyl alcohol	C17467	InChI=1S/C7H8O2/c8-5-6-1-3-7(9)4-2-6/h1-4,8-9H,5H2	C(C1(C=CC(O)=CC=1))O	34.408970000000004	./dsgdb9nsd_031871.xyz	7
PHENOL	phenol	C00146	InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H	C1(=CC=C(O)C=C1)	49.176722999999996	./dsgdb9nsd_000949.xyz	6
CPD-9130	2-amino-3-methylphenol	NIL	InChI=1S/C7H9NO/c1-5-3-2-4-6(9)7(5)8/h2-4,9H,8H2,1H3	CC1(C(=C(C=CC=1)O)N)	84.97009	./dsgdb9nsd_028875.xyz	7
CPD-19088	3-hydroxy-3-methyl-butanal	NIL	InChI=1S/C5H10O2/c1-5(2,7)3-4-6/h4,7H,3H2,1-2H3	CC(O)(C[CH]=O)C	32.251205	./dsgdb9nsd_001091.xyz	5
FORMAMIDE	formamide	C00488	InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)	C(N)=O	-11.846639999999999	./dsgdb9nsd_000012.xyz	1
CPD-16938	2,5-piperidinedione	NIL	InChI=1S/C5H7NO2/c7-4-1-2-5(8)6-3-4/h1-3H2,(H,6,8)	C1(NC(=O)CCC(=O)1)	13.117842000000001	./dsgdb9nsd_010794.xyz	5
CPD-13223	hexan-3-one	NIL	InChI=1S/C6H12O/c1-3-5-6(7)4-2/h3-5H2,1-2H3	CCCC(CC)=O	92.41345	./dsgdb9nsd_001513.xyz	6
CPD0-1349	cyclohexane-1,2-dione	C06105	InChI=1S/C6H8O2/c7-5-3-1-2-4-6(5)8/h1-4H2	C1(CCC(=O)C(=O)C1)	37.148967999999996	./dsgdb9nsd_012304.xyz	6
CPD-9080	2,3-heptanedione	NIL	InChI=1S/C7H12O2/c1-3-4-5-7(9)6(2)8/h3-5H2,1-2H3	CCCCC(=O)C(=O)C	66.47345	./dsgdb9nsd_121584.xyz	7
